cell_id,indicator,n_replicas,k_used_RE,k_used_stouffer,run_ids,slope_per_replica,ci_per_replica,mk_z_per_replica,slope_RE,se_RE,ci_lo_RE,ci_hi_RE,tau2_RE,I2_RE,Q_RE,Q_pvalue_RE,stouffer_z,stouffer_p,slope_pooled,ci_lo_pooled,ci_hi_pooled,pooled_coverage_pct,k_used_pooled,agreement_pct,q_value_cell,bh_reject_cell,degraded_replicas,RE_significant,pooled_ci_excludes_zero,replicas_disagree
a2,proc.voluntary_ctx_switches_rate,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-0.0280511;0.00542654;-0.0386799,"[-0.065891,0.00905947];[-0.0323246,0.0443772];[-0.0721171,-0.00445281]",-1.274;0.2848;-2.074,-0.021534464430852555,0.01315672201809592,-0.04732163958632056,0.004252710724615447,0.0001731872780475725,33.30149161311546,2.9985678066426984,0.22329000013863154,-1.7688401440719097,0.07692055534048416,-0.0280511,-0.0386799,0.00542654,75.0,3,30.261423914546125,0.1937258430797379,False,False,False,False,False
a2,system.cpu_percent_total,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,0;-0.00247729;0.00196721,"[-0.00349243,0.00453172];[-0.00868936,0];[0,0.00482315]",0.5024;-1.508;4.127,0.00034180727329087074,0.001300130351679221,-0.002206448216000402,0.002890062762582144,1.9935915156724346e-06,38.11312268732977,3.2317028857271746,0.19872139847176995,1.8020141131892764,0.07154318512595324,0.0,-0.00247729,0.00196721,75.0,3,99.99999999999999,0.18711294571403156,False,False,False,False,False
a2,system.fd_allocated,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-0.551302;-1.59763;-0.673171,"[-1.42302,0.314136];[-3.3526,-0.154072];[-1.07383,-0.273109]",-2.366;-6.779;-2.983,-0.6983004574646027,0.18089111071532796,-1.0528470344666454,-0.3437538804625599,0.0,0.0,1.339980343323491,0.5117136070562474,-7.002283043315231,2.5182467199256236e-12,-0.673171,-1.59763,-0.551302,75.0,3,3.5986597453828164,2.054889323459309e-11,True,False,True,True,False
a2,system.load_avg_1m,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,-0.000200327;-0.00453162;0.000753539,"[-0.00717918,0.00666177];[-0.0118041,0.00234503];[-0.00294,0.00441809]",-0.1756;-2.36;0.6787,-0.00034036585330583097,0.0015062093497365235,-0.003292536178789417,0.002611804472177755,0.0,0.0,1.6895429497262484,0.42965553408222035,-1.0718519294510789,0.2837865443039962,-0.000200327,-0.00453162,0.000753539,75.0,3,41.143625879532934,0.5123226109558869,False,False,False,False,False
a2,system.mem_used_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,3.18468e+06;1.44651e+06;1.89652e+06,"[2.56415e+06,3.7788e+06];[55588.6,2.53013e+06];[1.69778e+06,2.09854e+06]",9.466;8.082;5.601,2238895.9953798642,501971.9395397976,1255030.993881861,3222760.9968778677,619263725271.2389,87.8053350325669,16.400614574825727,0.0002745691853530215,13.364671462779523,9.726349711503816e-41,1896520.0,1446510.0,3184680.0,75.0,3,15.292179542345144,1.9841753411467783e-38,True,False,True,True,True
a2,system.swap_used_bytes,3,3,3,wosar2026_a2_r01;wosar2026_a2_r02;wosar2026_a2_r03,381679;322503;424.578,"[-7299.8,641123];[0,555706];[-2507.76,47168.3]",1.49;1.95;0.5901,201800.04992964966,144201.69547148133,-80835.27319445377,484435.37305375305,48773252507.51112,80.64266480325927,10.332000658524255,0.005707350752528352,2.3266540348526967,0.019983686127623267,322503.0,424.578,381679.0,75.0,3,59.81314182649067,0.0673100345877918,True,False,False,True,True
e1,client.drop_rate,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",-0.738;0.02536;0.06428,,,,,,,,,-0.3743515474064497,0.7081427860612035,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,client.e2e_p50,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.00279932;0.00500419;0.00218416,"[-0.0075448,0.00185254];[0.000553465,0.00937574];[-0.00242116,0.00680191]",-1.138;2.626;1.105,0.0015182034457576468,0.0022772513671948757,-0.002945209233944309,0.005981616125459603,1.0113599973628438e-05,65.01652711174036,5.71698529299301,0.057355149625189145,1.4969884189710132,0.1343962714919029,0.00218416,-0.00279932,0.00500419,75.0,3,43.86477689161173,0.2885983093089283,False,False,False,False,False
e1,client.e2e_p95,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.0155872;0.0178642;0.0135866,"[-0.0387115,0.00738826];[-0.00471939,0.0403089];[-0.00930021,0.036786]",-1.757;1.934;1.157,0.005369786287759896,0.010486438913105597,-0.015183633981927073,0.025923206557446867,0.0001937674259136986,58.7368571101256,4.846940538043168,0.08861357033730524,0.7704912547416313,0.441008540645333,0.0135866,-0.0155872,0.0178642,75.0,3,153.01938050998106,0.7197259383331834,False,False,False,False,False
e1,client.e2e_p99,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.0153032;0.0278536;0.0249903,"[-0.055006,0.0248756];[-0.0127085,0.0689136];[-0.0148306,0.0654935]",-1.041;1.36;1.246,0.01232174989080757,0.013987191967645939,-0.015093146365778468,0.03973664614739361,0.0001641300274368512,27.96294891465979,2.7763490729661573,0.24953039776481886,0.9035589447844562,0.36622931925473723,0.0249903,-0.0153032,0.0278536,75.0,3,102.81453707028726,0.6364456627581274,False,False,False,False,False
e1,client.tokens_per_sec,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.131054;0.37931;0.136002,"[-0.451513,0.189756];[0.046398,0.705882];[-0.20068,0.470443]",-0.9011;2.598;1.008,0.12601156890345155,0.14899105187981448,-0.16601089278098485,0.41803403058788796,0.03848632961951145,57.79420002368578,4.738685207062524,0.0935422003816241,1.5620442473033003,0.11827756552949888,0.136002,-0.131054,0.37931,75.0,3,7.928185628894913,0.2647277787568163,False,False,False,False,False
e1,client.ttft_p50,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-6.09697e-05;0.000124336;3.24348e-05,"[-0.000171723,4.94902e-05];[1.4134e-05,0.000236017];[-7.24733e-05,0.00013704]",-1.235;8.265;0.8799,3.1870475694339616e-05,5.251162106169383e-05,-7.10523015865803e-05,0.00013479325297525952,5.193837127941708e-09,62.79270990205187,5.375290688289857,0.0680409639505699,4.567081961702462,4.945606702197112e-06,3.24348e-05,-6.09697e-05,0.000124336,75.0,3,1.7706805228533637,2.460740895727343e-05,True,False,False,False,False
e1,client.ttft_p99,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0.00023779;0.000514967;0.000201269,"[-0.000321144,0.000788984];[-5.60327e-05,0.00108069];[-0.00041484,0.000816701]",0.831;2.273;0.7671,0.0003226267396322479,0.00017026962325137338,-1.1101721940443964e-05,0.0006563552012049397,0.0,0.0,0.6789056996593804,0.7121598745778833,2.2350198868782654,0.02541604318209805,0.00023779,0.000201269,0.000514967,75.0,3,26.295631827960268,0.08101363764293754,True,False,False,True,False
e1,gpu.ecc_db_volatile,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,gpu.ecc_sb_volatile,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,gpu.gpu_util_percent,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,gpu.mem_clock_mhz,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,gpu.mem_util_percent,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",-0.5453;-0.8343;0.5798,,,,,,,,,-0.4617768696535158,0.6442413397268079,0.0,0.0,0.0,75.0,3,,0.9663620095902118,False,True,False,False,False
e1,gpu.power_draw_w,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.032246;0.0181473;-0.0031296,"[-0.0486169,-0.0160514];[0.00151408,0.034755];[-0.0185685,0.0125686]",-4.294;2.515;-0.6592,-0.005771309357494669,0.014361144544356538,-0.03391915266443348,0.022376533949444145,0.0005507439265961229,89.02346773574604,18.22069075962338,0.00011051653835753398,-1.4077814515282547,0.15919579439775167,-0.0031296,-0.032246,0.0181473,75.0,3,45.77313732219403,0.3247594205714134,False,False,False,False,True
e1,gpu.sm_clock_mhz,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",1.547;-1.299;0.2861,,,,,,,,,0.30846727917290245,0.7577267945536841,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,gpu.temperature_c,3,1,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.0309438;0;0,"[-0.0365186,0];[0,0];[0,0]",-3.485;1.613;-0.1492,-0.0309438,0.009315969387755101,-0.0365186,0.0,0.0,0.0,0.0,1.0,-1.1672382768249736,0.2431141571437584,0.0,-0.0309438,0.0,75.0,3,100.0,0.46788007601251613,False,True,False,False,False
e1,gpu.vram_used_bytes,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,proc.cpu_percent,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0.0117647;0.0192205;0,"[0.00589391,0.0173913];[0.0130719,0.0252738];[0,0.00743494]",3.184;8.602;0.6183,0.010136952177521637,0.006005861251536489,-0.0016345358754898814,0.021908440230533156,0.00010098079015443166,93.67870528119026,31.639088018610703,1.3479051434491334e-07,7.1616576983736815,7.970725025678885e-13,0.0117647,0.0,0.0192205,75.0,3,16.0575663569553,6.775116271827052e-12,True,False,False,False,True
e1,proc.involuntary_ctx_switches_rate,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,1.51974e-06;5.67276e-07;3.64438e-07,"[2.40943e-07,0.00450098];[8.58681e-08,0.00425227];[1.804e-07,7.89399e-07]",1.255;5.848;2.554,3.644380253130884e-07,1.553568847395407e-07,5.993853122358865e-08,6.689375194025881e-07,0.0,0.0,1.0474671579260612e-06,0.9999994762665582,5.575454229056142,2.4688481601601654e-08,5.67276e-07,3.64438e-07,1.51974e-06,75.0,3,55.65774167299191,1.444963755487518e-07,True,False,True,True,False
e1,proc.io_read_bytes_rate,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,proc.io_read_count_rate,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,2.46832e-05;-0.00676652;-0.00338333,"[-0.000345992,0.0083831];[-0.0135999,-4.52339e-06];[-0.0106706,2.00026e-05]",0.6532;-1.896;-1.454,-0.0027040574541411858,0.001903678888505025,-0.006435268075611035,0.0010271531673286633,3.4290976922198605e-06,31.04978986012348,2.900643806512961,0.23449479130616951,-1.557467591719434,0.11935950922662786,-0.00338333,-0.00676652,2.46832e-05,75.0,3,25.120492348212792,0.2647277787568163,False,False,False,False,False
e1,proc.io_write_bytes_rate,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,proc.io_write_count_rate,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-9.90993e-05;0.27905;-0.0468626,"[-0.272808,0.272913];[-7.23154e-05,0.558177];[-0.345966,0.252213]",-0.006895;2.426;-0.4299,0.08035206805005767,0.10181142350638167,-0.11919832202245041,0.27990245812256576,0.01020115845126695,32.783098031552086,2.9754421007662835,0.22588685416025994,1.1482886883622259,0.25084940721931226,-9.90993e-05,-0.0468626,0.27905,75.0,3,100.12333136209794,0.478254944605044,False,False,False,False,False
e1,proc.num_fds,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0.0226415;0,"[-0.0286807,0];[0,0.0480384];[0,0.0339367]",-0.7943;2.392;1.091,0.004732317903753001,0.006213536338610614,-0.007446213319923803,0.016910849127429805,3.454037219364988e-05,29.226783357545628,2.8259277942727703,0.243420738878029,1.5519059765763303,0.12068472266854861,0.0,0.0,0.0226415,75.0,3,100.0,0.2647277787568163,False,False,False,False,False
e1,proc.num_threads,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e1,proc.pss_bytes,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,6973.89;1762.98;4967.03,"[1507.73,22341.8];[738.018,23795.5];[844.536,23527.2]",5.781;4.594;3.596,4738.0690561717,3258.6686497830215,-1648.921497403022,11125.059609746422,0.0,0.0,0.4343631379892633,0.8047838322471067,8.066033593789042,7.261883584757025e-16,4967.03,1762.98,6973.89,75.0,3,4.832368230894827,1.534359698599257e-14,True,False,False,True,False
e1,proc.rss_bytes,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,6957.82;1755.43;4958.32,"[1495.5,22341.8];[738.018,23795.5];[833.791,23500.1]",5.762;4.591;3.591,4726.070469506164,3258.641143341906,-1660.8661714439722,11113.0071104563,0.0,0.0,0.43279550306520254,0.8054148831500321,8.050087179354023,8.273508178721484e-16,4958.32,1755.43,6957.82,75.0,3,4.914220640432047,1.534359698599257e-14,True,False,False,True,False
e1,proc.uss_bytes,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,6957.82;1755.43;4958.32,"[1495.5,22341.8];[738.018,23795.5];[833.791,23500.1]",5.762;4.591;3.591,4726.070469506164,3258.641143341906,-1660.8661714439722,11113.0071104563,0.0,0.0,0.43279550306520254,0.8054148831500321,8.050087179354023,8.273508178721484e-16,4958.32,1755.43,6957.82,75.0,3,4.914220640432047,1.534359698599257e-14,True,False,False,True,False
e1,proc.vms_bytes,3,0,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0;0;0,"[0,0];[0,0];[0,0]",1.846;1.772;1.85,,,,,,,,,3.1570782889880955,0.0015935855490200647,0.0,0.0,0.0,75.0,3,,0.0060202120740758,True,True,False,False,False
e1,proc.voluntary_ctx_switches_rate,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,5.63965e-05;-0.008584;-0.00758096,"[-0.000775739,0.0100927];[-0.0162531,-1.70794e-05];[-0.0153118,-5.12481e-06]",0.8311;-2.023;-1.897,-0.004735197243912554,0.0029848229674020736,-0.01058545026002062,0.00111505577219551,1.403600128484103e-05,52.42471060059868,4.203863024793639,0.12222013042329855,-1.783255425593036,0.07454473378979462,-0.00758096,-0.008584,5.63965e-05,75.0,3,60.098082709139184,0.1909762372531018,False,False,False,False,False
e1,system.cpu_percent_total,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,0.00230238;0.00590551;0.00380711,"[0,0.00486224];[0.00167879,0.0100671];[0,0.00639659]",2.448;4.67;2.817,0.0034473083978260664,0.0009568438630862783,0.001571894426176961,0.005322722369475172,2.8715937074102696e-07,9.751612170325902,2.216106069146191,0.3302012260094553,5.735801719318175,9.705215024061374e-09,0.00380711,0.00230238,0.00590551,75.0,3,10.437174765124892,6.386657628737163e-08,True,False,True,True,False
e1,system.fd_allocated,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.567285;-0.16055;0.234172,"[-1.15909,0];[-0.803571,0.480549];[-0.525346,0.984227]",-1.699;-0.5701;1.178,-0.21404668440992866,0.22734275549463934,-0.6596384851794218,0.23154511635956446,0.04454419493387359,28.538970534731224,2.798728222872905,0.24675382199761894,-0.6295646728345972,0.5289794430258948,-0.16055,-0.567285,0.234172,75.0,3,24.99299840004772,0.8113669652427259,False,False,False,False,False
e1,system.load_avg_1m,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,-0.00807965;0.00845364;0.00077888,"[-0.022293,0.0061556];[-0.0166981,0.033606];[-0.0139078,0.015522]",-1.928;1.527;0.1304,-0.0020619375241891507,0.0048336259718043985,-0.011535844428925772,0.007411969380547471,0.0,0.0,1.5022224698647038,0.4718419340680172,-0.15646885115361883,0.8756634699870955,0.00077888,-0.00807965,0.00845364,75.0,3,137.77418039405885,1.0,False,False,False,False,False
e1,system.mem_used_bytes,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,4.14568e+07;1.40599e+07;1.47668e+07,"[2.65288e+07,5.29731e+07];[1.14819e+07,1.65676e+07];[1.25155e+07,1.66362e+07]",4.646;4.402;4.522,18062038.309249684,2938514.111108844,12302550.65147635,23821525.96702302,18569458540111.562,87.44659241920945,15.931929136599013,0.0003470767682627439,7.834516135844002,4.70651633413417e-15,14766800.0,14059900.0,41456800.0,75.0,3,18.244000222068912,6.873389920939307e-14,True,False,True,True,True
e1,system.swap_used_bytes,3,3,3,wosar2026_e1_r01;wosar2026_e1_r02;wosar2026_e1_r03,47427.4;16072.3;334152,"[0,3.91186e+06];[-71001,117975];[76839.7,453595]",2.538;0.8353;3.97,160330.5709490018,147045.52442693163,-127878.65692778418,448539.79882578773,38656138951.644485,77.14852641791595,8.752170807785605,0.012574486436214186,4.239360051052085,2.241578862231682e-05,47427.4,16072.3,334152.0,75.0,3,70.418991388058,9.94091495424485e-05,True,False,False,True,True
e2,client.drop_rate,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",-1.613;0.3468;0.5726,,,,,,,,,-0.40066953981221654,0.6886634398049067,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,client.e2e_p50,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.00290125;0.00274296;0.00647021,"[-0.00879053,0.0029652];[-0.00281221,0.00836448];[0.000749028,0.0121891]",-0.8757;1.333;2.561,0.0021438692384438494,0.0026865020752103916,-0.0031216748289685185,0.007409413305856217,1.311104878900965e-05,60.55819584114827,5.070761955880636,0.07923152804963866,1.74256493332109,0.08140963984651325,0.00274296,-0.00290125,0.00647021,75.0,3,27.94437043142646,0.20253129913035003,False,False,False,False,False
e2,client.e2e_p95,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.0344083;0.0120939;0.0267997,"[-0.0626333,-0.00654544];[-0.0172243,0.0416338];[-0.00247687,0.0558006]",-2.023;0.8087;1.962,0.0012930856026361845,0.01870470035626698,-0.035368127095647094,0.03795429830091946,0.0008326113967373563,79.33481450090795,9.678112979377191,0.007914517959207144,0.43127141348034337,0.6662710334592117,0.0120939,-0.0344083,0.0267997,75.0,3,835.2745073755702,0.9849223972875303,False,False,False,False,True
e2,client.e2e_p99,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.0456485;0.0144714;0.0427741,"[-0.0951687,0.0041782];[-0.0368105,0.0655061];[-0.00680408,0.0925322]",-1.713;0.4764;1.907,0.0038005938610229557,0.02630711984538851,-0.04776136103593852,0.05536254875798444,0.0014211125336721618,68.45115248817113,6.339375786231567,0.04201670956152602,0.38726288921136415,0.6985615963169396,0.0144714,-0.0456485,0.0427741,75.0,3,280.7668098507354,1.0,False,False,False,False,False
e2,client.tokens_per_sec,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,client.ttft_p50,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,7.29109e-08;3.96813e-08;-1.74879e-07,"[3.22915e-08,1.13438e-07];[-8.09113e-09,8.95386e-08];[-2.20981e-07,-1.30283e-07]",0.9744;2.937;-2.22,-2.0672810669799828e-08,7.839956594514915e-08,-1.7433595992229216e-07,1.3299033858269253e-07,1.791176498901984e-14,97.16710142275357,70.59906824987716,4.673121963376816e-16,0.9763957226946117,0.32886840031838827,3.96813e-08,-1.74879e-07,7.29109e-08,75.0,3,291.94922564626876,0.5783547729737173,False,False,False,False,True
e2,client.ttft_p99,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-5.649e-08;-1.74157e-10;-8.68382e-07,"[-3.11024e-07,1.92259e-07];[-1.89049e-07,1.86469e-07];[-1.1266e-06,-6.24427e-07]",-0.2245;-0.002176;-2.858,-3.04968999571762e-07,2.711338309120436e-07,-8.363913081593674e-07,2.2645330901584344e-07,2.0657072395738149e-13,93.82087205055365,32.367026809651996,9.366760815766243e-08,-1.7811212676434849,0.07489264206003993,-5.649e-08,-8.68382e-07,-1.74157e-10,75.0,3,81.47680581327172,0.1909762372531018,False,False,False,True,True
e2,gpu.ecc_db_volatile,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,gpu.ecc_sb_volatile,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,gpu.gpu_util_percent,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",-0.3773;-2.815;-3.02,,,,,,,,,-3.586637281570022,0.00033496975142316714,0.0,0.0,0.0,75.0,3,,0.0013666765858065218,True,True,False,False,False
e2,gpu.mem_clock_mhz,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,gpu.mem_util_percent,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",-1.335;-2.42;-2.933,,,,,,,,,-3.8613243738429093,0.00011277406258225682,0.0,0.0,0.0,75.0,3,,0.00046950834217919166,True,True,False,False,False
e2,gpu.power_draw_w,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.0481374;0.00818783;-0.00847723,"[-0.0621935,-0.034186];[-0.00519062,0.0216129];[-0.022314,0.00539761]",-5.628;0.9844;-1.419,-0.016097152916882934,0.016665964464730065,-0.04876244326775386,0.016568137433987995,0.0007840085155998186,94.09231541457265,33.854210919341455,4.4529877896327935e-08,-3.5001617582508007,0.00046497591072502557,-0.00847723,-0.0481374,0.00818783,75.0,3,47.33708473932086,0.0018241362651520235,True,False,False,False,True
e2,gpu.sm_clock_mhz,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",-0.2615;0.3574;0.4819,,,,,,,,,0.33364436971172373,0.7386479327118854,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,gpu.temperature_c,3,1,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.031679;0;0,"[-0.0387347,0];[0,0];[0,0]",-3.38;1.123;-0.4972,-0.031679,0.009881301020408163,-0.0387347,0.0,0.0,0.0,0.0,1.0,-1.590603455719034,0.11169884628743207,0.0,-0.031679,0.0,75.0,3,100.0,0.2589382345754107,False,True,False,False,False
e2,gpu.vram_used_bytes,3,1,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;2.08075e+07;0,"[0,0];[0,3.4391e+07];[0,0]",1.732;2.732;1.734,20807500.0,8773214.285714285,0.0,34391000.0,0.0,0.0,0.0,1.0,3.578145613810782,0.00034604065820551704,0.0,0.0,20807500.0,75.0,3,100.0,0.0013841626328220682,True,True,False,False,False
e2,proc.cpu_percent,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,-0.00379027;0.00669643;0.00920245,"[-0.0145867,0.00417827];[-9.18805e-16,0.0184615];[0,0.0198675]",-0.8718;1.514;2.051,0.00395293686199559,0.003975800425594427,-0.003839631972169486,0.011745505696160667,2.3874049267073198e-05,50.34614678504453,4.027884787393722,0.13346147845268697,1.554907620625847,0.11996807217080034,0.00669643,-0.00379027,0.00920245,75.0,3,69.4039200165568,0.2647277787568163,False,False,False,False,False
e2,proc.involuntary_ctx_switches_rate,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0.028;-1.07;-1.43,,,,,,,,,-1.427192660398733,0.15352436949754492,0.0,0.0,0.0,75.0,3,,0.31635324623736527,False,True,False,False,False
e2,proc.io_read_bytes_rate,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
e2,proc.io_read_count_rate,3,3,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,1.67455e-05;-0.00669703;-0.0119609,"[-0.00595808,0.0110689];[-0.0158639,8.70036e-06];[-0.0208744,-5.48702e-05]",0.6636;-1.724;-4.53,-0.005762135106949981,0.0032943892643221588,-0.012219138065021413,0.0006948678511214503,1.2118827653006085e-05,37.101421640667496,3.1797221052822926,0.20395394862798918,-3.2276651328992187,0.0012480498208085292,-0.00669703,-0.0119609,1.67455e-05,75.0,3,16.224799934357637,0.004803814404621509,True,False,False,False,False
e2,proc.io_write_bytes_rate,3,0,3,wosar2026_e2_r01;wosar2026_e2_r02;wosar2026_e2_r03,0;0;0,"[0,0];[0,0];[0,0]",0;0;0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,75.0,3,,1.0,False,True,False,False,False
